epoch;dense_37_loss;dense_38_loss;loss;val_dense_37_loss;val_dense_38_loss;val_loss
0;0.000174864665395;0.0937331692419;0.0939080339029;0.00021120468672;0.280132670369;0.280343879014
1;0.000164174567544;0.0965730479867;0.0967372224614;0.000230748717311;0.218870375719;0.219101125167
2;0.000168795484771;0.0952891482092;0.095457943829;0.000160705911791;0.261366287867;0.261526994407
3;0.000165083306759;0.0934332945746;0.0935983775028;0.000173934883302;0.268305896057;0.268479833172
4;0.000148263984455;0.123465510861;0.12361377488;0.000177279745306;0.244613287763;0.244790565223
0;0.000144573384508;0.0902168228058;0.0903613968726;0.000175336222229;0.23713302426;0.237308357325
0;0.000126991846224;0.0821287820581;0.0822557748244;0.000196231307604;0.213330086735;0.21352631578
0;0.000142149857008;0.0801340178975;0.0802761676928;0.00019112004601;0.200853574607;0.201044694003
1;0.000140460199873;0.101817084269;0.101957544064;0.000187790512832;0.206947807223;0.207135599107
2;0.00013640934584;0.111235276072;0.111371684923;0.000181087289497;0.199855500211;0.200036590712
3;0.00012824207301;0.092861126177;0.0929893681055;0.000128439338975;0.245518251426;0.24564669364
4;0.000127316306538;0.101228255313;0.101355571222;0.000134370709323;0.223289123426;0.22342349713
5;0.000128783498541;0.0843743978896;0.084503181227;0.0001581751486;0.193502512657;0.193660691794
6;0.000105282029633;0.0588300127484;0.0589352952213;0.00014378153719;0.203915233206;0.204059014097
7;0.000103081645041;0.0707609677273;0.0708640490969;0.00014227514152;0.194720066049;0.194862342543
8;0.00010131079499;0.0765359980028;0.07663730887;0.000129535250178;0.185050366032;0.185179899964
9;0.000109118437952;0.0692902898364;0.0693994089444;0.000119129622666;0.225070135668;0.225189266519
10;9.79062207181e-05;0.0673706190428;0.0674685250399;0.000126852495871;0.191805864374;0.191932715476
11;0.000102209963643;0.0712780237793;0.0713802337284;0.000122329196731;0.191645705245;0.191768036948
12;9.79855276455e-05;0.06355380686;0.0636517923687;0.000129085109317;0.200696250424;0.200825332147
13;9.86087429232e-05;0.0586976200834;0.0587962287116;0.000109942300494;0.17245015026;0.172560091441
14;9.2751501749e-05;0.0788009956272;0.0788937460683;0.000119388170586;0.212391881479;0.212511268962
15;9.27539380832e-05;0.0579086171799;0.0580013711394;0.00010551983683;0.201985657629;0.2020911742
16;9.77221681953e-05;0.0651776910009;0.0652754129971;0.000127941261679;0.192172641555;0.192300581891
17;9.0712483446e-05;0.0490408126368;0.0491315249819;0.000114028230099;0.160503147377;0.160617176236
18;8.63345678428e-05;0.0813024536862;0.081388789255;8.86386749496e-05;0.182763857353;0.182852499084
19;8.5223547204e-05;0.0622266270608;0.0623118500355;0.000106567645465;0.156570061627;0.156676626868
0;8.45732457593e-05;0.0713303402558;0.0714149140727;9.45692231148e-05;0.167262274668;0.167356845302
1;8.79916027164e-05;0.0683758336688;0.0684638252973;0.000100450717986;0.207003048725;0.207103504696
2;8.32517007439e-05;0.0555137527279;0.0555970040279;9.90083499346e-05;0.168482858274;0.168581865831
3;6.91306161874e-05;0.0729774681256;0.0730465987646;8.60910610451e-05;0.179760571673;0.179846664891
4;8.12471800802e-05;0.057256853402;0.0573381007804;7.9155332868e-05;0.215915949808;0.215995105294
5;7.91312265089e-05;0.0630501953807;0.0631293267684;8.45778239535e-05;0.157878166065;0.157962741744
6;7.42812259078e-05;0.0695529212244;0.0696272025557;7.1501628554e-05;0.140375804156;0.140447305308
7;7.31451414645e-05;0.0648340681283;0.0649072132138;6.61726654572e-05;0.159484771805;0.159550947655
8;7.05740890731e-05;0.0596682509964;0.0597388248554;8.2089576204e-05;0.188095410354;0.188177501576
9;6.41089287557e-05;0.0695490704125;0.0696131793989;8.27381397054e-05;0.250676454355;0.250759189121
10;6.58665251952e-05;0.0812696595159;0.0813355257528;7.22241489307e-05;0.254984141638;0.255056371705
11;6.79563425163e-05;0.0565097403661;0.0565776965555;7.15463874157e-05;0.169360215983;0.169431762977
12;6.58944849824e-05;0.052906967014;0.0529728615786;7.12294840923e-05;0.169609581638;0.169680810844
13;5.77649804604e-05;0.060462997282;0.0605207624742;6.49505208356e-05;0.182610505054;0.182675457249
14;6.02725111902e-05;0.0883043316426;0.0883646042914;7.98266802222e-05;0.190063358595;0.190143183909
15;6.64726859314e-05;0.0955865838785;0.0956530561412;6.70602478042e-05;0.196962730649;0.197029788564
16;6.29379156231e-05;0.0768083053538;0.0768712434219;6.18689203596e-05;0.219724389;0.219786261726
17;5.82918112539e-05;0.0629594205206;0.0630177121299;7.44739439445e-05;0.169139162999;0.169213637399
18;5.44138754574e-05;0.0624193978955;0.062473811801;6.14589051919e-05;0.215178107429;0.21523957327
19;5.97167914849e-05;0.0636888170072;0.0637485335077;5.91435164097e-05;0.199562373261;0.199621514314
0;0.25247468758;0.694444394774;0.946919080284;0.233055084944;0.693265875181;0.926320956813
1;0.212221699042;0.690281473928;0.902503170901;0.183204804858;0.692167566882;0.875372356839
2;0.144834133486;0.687193309267;0.832027443581;0.103897601366;0.692246026463;0.796143624518
3;0.0657864268869;0.684887586368;0.750674012634;0.0393312122259;0.689750466082;0.729081683689
4;0.0254786076386;0.675138975183;0.700617583262;0.0151984647123;0.690187891324;0.705386353864
5;0.0125673723976;0.662508548962;0.675075921747;0.00915380877753;0.678856127792;0.688009937604
6;0.00760814110335;0.636411504613;0.644019645121;0.00781063373304;0.656641244888;0.664451877276
7;0.00549977872935;0.598652236164;0.604152018825;0.00674006058317;0.658219661978;0.664959722095
8;0.00424588397275;0.573801602754;0.578047484159;0.00463158181972;0.575267659293;0.579899244838
9;0.003476605576;0.537135261628;0.540611868103;0.00305681445429;0.545111782021;0.548168599606
10;0.00246991996796;0.527393750846;0.529863672952;0.00225412791284;0.520522157351;0.522776285807
11;0.00203679581561;0.514706194401;0.516742991077;0.00174872516396;0.506480975284;0.508229712645
12;0.00169101687142;0.507861541377;0.509552558263;0.00153619900811;0.502489335007;0.504025542074
13;0.00145017812287;0.495276218487;0.496726396183;0.00121121204251;0.500117195977;0.501328415341
14;0.00129693093671;0.486999693016;0.488296621376;0.000928282582512;0.491570833657;0.492499119706
15;0.00109911903241;0.480377573106;0.481476693518;0.000703632799236;0.491504712237;0.492208345069
16;0.00094244435685;0.487293178009;0.488235617263;0.000695343375103;0.499829000897;0.50052434206
17;0.000848855802259;0.47681575848;0.477664613889;0.000535975795679;0.484033326308;0.484569294585
18;0.000694815161599;0.473172492451;0.473867312902;0.000472738278202;0.463047775957;0.463520513641
19;0.000670558499729;0.461018399232;0.461688958108;0.000376270883458;0.463594698244;0.463970969121
0;0.000598274400949;0.44585141581;0.446449689153;0.000358486952286;0.452643758721;0.453002244234
1;0.000567789098972;0.427748899493;0.428316686302;0.000310301567273;0.443086461888;0.443396757046
2;0.000467566925686;0.417453918192;0.417921482689;0.000311518120321;0.42320041524;0.423511935605
3;0.000489572451139;0.417024508119;0.417514080389;0.000245081412787;0.414294484589;0.414539562331
4;0.000370341254085;0.396979930914;0.397350273199;0.000261682389666;0.418415225214;0.418676909473
5;0.000423162412416;0.373302151759;0.373725314521;0.000233522782865;0.381251053678;0.381484576397
6;0.000346400240232;0.364983810319;0.365330208507;0.00022754906321;0.377866365843;0.378093913198
7;0.000330433860654;0.381214100868;0.381544534531;0.000211375267504;0.383131596777;0.383342971404
8;0.000305465075346;0.358129851106;0.358435316632;0.000175092846297;0.355822142628;0.355997242861
9;0.000333754310203;0.341404586203;0.341738337444;0.000168151678129;0.361207313008;0.361375465989
10;0.00028168440258;0.373951375071;0.374233058343;0.000140089586946;0.370815320147;0.370955409275
11;0.000258484475328;0.358868284358;0.359126766937;0.000138088594314;0.350472402241;0.350610489647
12;0.000243685927368;0.323349169973;0.323592855699;0.000120566392272;0.338928550482;0.339049117433
13;0.000253748929633;0.308875946121;0.309129692407;0.000114376841035;0.351641866896;0.351756243242
14;0.000220960483704;0.330642099389;0.33086305836;0.000101499092125;0.314722809527;0.314824314581
15;0.000201987057759;0.322171450903;0.322373437385;9.64102194606e-05;0.29870488743;0.298801294631
16;0.00021060456715;0.310172231661;0.310382833911;8.78160394172e-05;0.304669514298;0.304757331808
17;0.000177367977408;0.323481464552;0.323658833901;9.31715015516e-05;0.342179079851;0.342272246877
18;0.000168935183562;0.307296771142;0.307465707469;8.18454831864e-05;0.305149467455;0.305231312911
19;0.000177929798762;0.290708574156;0.290886503541;7.42050097971e-05;0.292679084672;0.292753285832
20;0.000174115279151;0.263585329056;0.263759445813;6.57752813519e-05;0.310906747977;0.310972523358
21;0.000128022852247;0.293239166339;0.293367187803;6.45682347466e-05;0.276334178944;0.276398748159
22;0.000147992284029;0.290326242232;0.290474232907;6.26143777885e-05;0.368564868967;0.368627490269
23;0.000125660010579;0.270270617472;0.270396277929;5.59106499875e-05;0.303941163752;0.303997072909
24;0.000133783798548;0.299810391333;0.299944175614;5.30383484955e-05;0.319121016396;0.319174054596
25;0.000112593336376;0.275289571534;0.275402164915;5.33056130128e-05;0.334418666032;0.334471974108
26;9.79887471557e-05;0.27247461718;0.272572607009;4.78540314361e-05;0.332844566968;0.332892416252
27;0.000103272273918;0.266954596672;0.267057869997;4.61934760096e-05;0.306655051808;0.306701244579
28;9.20543201472e-05;0.202971512866;0.203063566652;4.33245368185e-05;0.3278483111;0.327891633742
29;9.41637604733e-05;0.255113250059;0.255207413187;3.95781749426e-05;0.306958806184;0.306998388635
30;8.7889664226e-05;0.259443343721;0.259531234288;3.7998866901e-05;0.278846679462;0.278884675768
31;9.1406612733e-05;0.202053458947;0.202144865154;3.87789114029e-05;0.306874798404;0.306913577848
32;9.88689704779e-05;0.254921124317;0.255019993832;3.30410799102e-05;0.284231320024;0.284264364176
33;7.95217790963e-05;0.253707586995;0.253787109318;3.2581198967e-05;0.307902648217;0.30793523209
34;7.61348807525e-05;0.234559673402;0.234635809436;3.09083069523e-05;0.25846990943;0.258500815266
35;7.6519510963e-05;0.229006577283;0.229083096298;3.17676911234e-05;0.328633747995;0.328665515615
36;7.07303810891e-05;0.203648604453;0.203719334884;2.56218402986e-05;0.285182906522;0.285208528241
37;7.23355287341e-05;0.22215752138;0.222229858033;2.61476226216e-05;0.305481175582;0.305507318841
38;7.70468945019e-05;0.20637334759;0.206450395183;2.43759475577e-05;0.283003812863;0.283028190335
39;6.62294075684e-05;0.206021126567;0.206087355192;2.3439796981e-05;0.27267563343;0.272699074613
40;6.7475281311e-05;0.195575473209;0.195642948151;2.15912306077e-05;0.282704516417;0.282726103233
41;5.18456767572e-05;0.194057611542;0.194109457545;2.01643124456e-05;0.292254206207;0.29227437079
42;4.82126301399e-05;0.221981787847;0.222030000865;2.00788486432e-05;0.30066112015;0.300681201948
43;5.02389303215e-05;0.217131544318;0.217181782549;1.93561297945e-05;0.313247105314;0.313266461094
44;5.41866401262e-05;0.198155944857;0.19821013117;1.84155057165e-05;0.285241885318;0.285260301497
45;5.07288334322e-05;0.176318517679;0.176369245681;1.82685653272e-05;0.317344523966;0.317362796101
46;5.69705920397e-05;0.199913255042;0.199970225855;1.6928910049e-05;0.293905612495;0.29392254187
47;4.94889496976e-05;0.205223256929;0.205272747204;1.68160559042e-05;0.289322765337;0.289339578814
48;4.64239543463e-05;0.179815454098;0.179861878976;1.5741489733e-05;0.287997545467;0.288013284405
49;4.11868139357e-05;0.196239028747;0.196280214729;1.63335836179e-05;0.285245007525;0.285261340025
50;4.31269722867e-05;0.198248327606;0.198291453636;1.55538018589e-05;0.303536270228;0.303551823729
51;3.8978805656e-05;0.155302961357;0.155341939069;1.42268203894e-05;0.279748562723;0.279762787951
52;3.99080869455e-05;0.157307894176;0.157347803004;1.30060074702e-05;0.276503735946;0.276516743004
53;4.05868605513e-05;0.16654229071;0.166582878058;1.37747894971e-05;0.283300794661;0.283314569957
54;3.47823042325e-05;0.163916114511;0.163950897495;1.33910850006e-05;0.275928484069;0.275941874418
55;3.51036816381e-05;0.16635735157;0.16639245436;1.28664002356e-05;0.274574528138;0.274587395291
56;3.22729392034e-05;0.165074048046;0.165106321168;1.22083354452e-05;0.313661925495;0.31367413948
57;3.23179962783e-05;0.189850622374;0.189882939267;1.22783387471e-05;0.302064436177;0.302076713079
58;3.12273383416e-05;0.181163497373;0.181194724515;1.14191414266e-05;0.301965838505;0.301977260659
59;2.59370924343e-05;0.172136191693;0.172162128457;1.16224064186e-05;0.313456278294;0.3134679012
60;2.86263756253e-05;0.150254000703;0.150282626196;1.05562520629e-05;0.291630628622;0.291641185267
61;3.38006575728e-05;0.154198750957;0.154232550464;1.04273948535e-05;0.302160034163;0.30217046332
62;3.09244341123e-05;0.140798364869;0.140829288763;9.90320970434e-06;0.305858818193;0.305868724154
63;3.47578328628e-05;0.157914510876;0.157949268559;9.6332410572e-06;0.297936030146;0.297945660435
64;2.49958881745e-05;0.153445192354;0.153470189259;8.83631143248e-06;0.318596956631;0.318605801298
65;2.10559713499e-05;0.164958254434;0.164979310292;8.7556364229e-06;0.311792340544;0.311801089595
66;2.28953028656e-05;0.150102400221;0.150125295338;8.32699773431e-06;0.301331536637;0.301339867214
67;2.46554077421e-05;0.14806778672;0.148092442658;7.70422618896e-06;0.255640882585;0.255648588969
68;2.24920282663e-05;0.139760048957;0.139782540707;7.31593369589e-06;0.30349428869;0.303501601434
69;2.02752873217e-05;0.135740874646;0.135761149383;6.84040302682e-06;0.305539706515;0.305546546976
70;2.34147276438e-05;0.134805441627;0.134828856732;6.69789217985e-06;0.330245051947;0.330251745466
71;2.10951300611e-05;0.128711338776;0.12873243318;6.75656039877e-06;0.314319401152;0.314326159242
72;1.9313983191e-05;0.133770391862;0.133789707027;6.69086032051e-06;0.300114423037;0.300121115314
73;1.71557557628e-05;0.143991041204;0.144008196994;6.26104489735e-06;0.281651677357;0.281657942881
74;1.769452351e-05;0.145906891415;0.145924586648;6.95359424046e-06;0.388809995519;0.388816940288
75;1.79253236815e-05;0.152687874674;0.152705800047;6.45580924659e-06;0.319277695691;0.319284149135
76;2.06296646941e-05;0.151653769918;0.151674400239;5.99534319513e-06;0.30804615178;0.30805214867
77;1.46289301534e-05;0.129241153339;0.129255781882;5.33731352132e-06;0.297416672111;0.297422010865
78;1.65363868897e-05;0.12352908175;0.123545618262;5.64380858729e-06;0.308822072008;0.308827712097
79;1.39528271903e-05;0.1261875706;0.12620152295;5.59425416213e-06;0.318314882823;0.318320469517
80;1.37264867009e-05;0.13199642611;0.132010153288;5.04858033107e-06;0.307068176154;0.307073225164
81;1.26898337006e-05;0.116928717898;0.116941407168;4.88646542686e-06;0.316779119273;0.31678400644
82;1.39471013527e-05;0.117262114046;0.117276061533;4.76441664432e-06;0.288829944614;0.288834703465
83;1.24657922621e-05;0.122053388196;0.122065853793;4.76993030437e-06;0.296780204193;0.296784971737
84;1.32437900473e-05;0.141842626061;0.141855871124;4.42136373143e-06;0.287720776267;0.287725197772
85;1.41846272249e-05;0.111286290197;0.111300474654;4.47567875502e-06;0.337354833053;0.337359305885
86;1.37253262614e-05;0.0882940205435;0.0883077452891;4.14861455687e-06;0.322624259525;0.322628409498
87;1.19917727059e-05;0.132443746345;0.132455738675;3.61491268248e-06;0.292178132468;0.292181749311
88;1.28927125426e-05;0.125691019594;0.12570391272;3.98493284592e-06;0.30276527173;0.302769256135
89;1.3929552463e-05;0.119032450279;0.119046380433;3.55289684093e-06;0.304205374171;0.304208930996
90;1.19218336749e-05;0.0946311795981;0.0946431015618;3.86477624185e-06;0.366629924625;0.366633788372
91;1.14377709855e-05;0.116894617263;0.116906055198;3.70523374234e-06;0.311047812717;0.311051518967
92;1.16623751107e-05;0.109965680891;0.109977343637;3.37960290785e-06;0.30508738839;0.305090770332
93;8.46471551894e-06;0.109262083683;0.109270547827;3.20790511271e-06;0.301069152024;0.301072358257
94;8.83984507204e-06;0.139838750215;0.139847590847;3.23045158742e-06;0.29994387014;0.299947097898
95;1.29859813822e-05;0.112702400889;0.112715387613;3.10171582088e-06;0.307789416777;0.307792516632
96;8.07816734197e-06;0.0865642605867;0.086572338413;3.12443373534e-06;0.315292312867;0.3152954388
97;9.84114800278e-06;0.0929253283733;0.09293516865;3.13804326248e-06;0.330151717282;0.330154859357
98;8.76652982621e-06;0.0768957687671;0.0769045353971;2.99340139362e-06;0.306207713361;0.306210701871
99;8.16475310709e-06;0.114545869175;0.114554033097;2.85242087254e-06;0.33597274166;0.335975587782
0;0.179884574893;0.693091370993;0.872975948784;0.102350018091;0.691773977545;0.794124000602
1;0.0655999132949;0.689464689957;0.755064603355;0.0230415076431;0.691657457087;0.714698957072
2;0.0191821083944;0.686790403393;0.705972509252;0.00745229640355;0.690815561348;0.698267857234
3;0.0073999012303;0.684683630864;0.692083537579;0.00306762987748;0.690945433246;0.694013065762
4;0.00390762699923;0.676935222414;0.680842849943;0.00239636659777;0.691236827109;0.693633192115
5;0.00281888642348;0.667734316654;0.670553205742;0.00153806223534;0.695906029807;0.697444101175
6;0.00197557561397;0.657517221239;0.659492797322;0.0014212132535;0.692628714773;0.694049927923
7;0.00144897337466;0.645957885517;0.647406861186;0.000978464888047;0.700522303581;0.701500760184
8;0.00122185881224;0.64320738448;0.644429243273;0.000707933769768;0.695116745101;0.695824662844
9;0.000970520571476;0.629605740309;0.630576261216;0.00050895420524;0.693327022923;0.69383597374
10;0.000901156685561;0.613530192938;0.614431345628;0.000460264990882;0.698034187158;0.698494447602
11;0.000820637982947;0.611338306632;0.612158949176;0.000462796005498;0.707824349403;0.708287139734
12;0.000675790420953;0.595603960256;0.596279755235;0.000398713519745;0.685789075163;0.686187797123
13;0.00060223926347;0.581701101528;0.582303339409;0.000275296011953;0.665766623285;0.666041923894
14;0.000532858638811;0.578005851143;0.578538712528;0.000297276198075;0.670474496153;0.670771771007
15;0.000536610370748;0.538776315749;0.53931292312;0.000402935719143;0.643402496974;0.643805437618
16;0.000549723185638;0.520667261548;0.521216985252;0.000287262716382;0.592702378829;0.592989636792
17;0.000533906655619;0.476606745687;0.477140650981;0.000332873886994;0.626543283463;0.626876152224
18;0.000612964261058;0.45156189137;0.452174853947;0.000239203635526;0.571207539903;0.571446743276
