epoch;dense_37_loss;dense_38_loss;loss;val_dense_37_loss;val_dense_38_loss;val_loss
19;0.00048354149678;0.419990028772;0.420473571453;0.000215615506426;0.536486632294;0.536702252097
20;0.000478051843755;0.402495681412;0.402973730117;0.000239580226157;0.527375714646;0.527615298827
21;0.000399151907509;0.406465658711;0.406864812391;0.00020231600825;0.498048265775;0.498250580496
22;0.000388122359355;0.39795854191;0.398346662935;0.000142135156137;0.476468625996;0.476610759894
23;0.000365136489967;0.378136747827;0.378501883811;0.000138111558853;0.495039098793;0.495177206066
24;0.000308374352446;0.36299281112;0.363301184028;0.000105333243684;0.446969701184;0.447075032526
25;0.000297471573099;0.348128846536;0.348426316761;0.0001335035995;0.472904963626;0.473038474719
26;0.000296802690072;0.359980935024;0.360277736766;9.66007315179e-05;0.447120444642;0.447217047215
27;0.000278620040465;0.35814568152;0.358424301777;9.33762946968e-05;0.457251187828;0.457344565127
28;0.000225579385086;0.354383307613;0.354608886358;9.57725367496e-05;0.485126574834;0.485222342941
29;0.0002608189924;0.341677740216;0.341938558552;7.81044440777e-05;0.420086006323;0.420164109932
30;0.000209358297272;0.315352173936;0.31556152987;9.5015598668e-05;0.430227597555;0.430322615637
31;0.00020311623646;0.303682621568;0.303885737227;5.95102877317e-05;0.430174928572;0.430234435532
32;0.000177383205785;0.30786811043;0.308045491576;6.53484627643e-05;0.418270967073;0.41833631032
33;0.000158774173239;0.317857138399;0.318015912755;7.36237040352e-05;0.433458911048;0.433532529407
34;0.000165248212498;0.301403955453;0.30156920395;5.36002436194e-05;0.378188820349;0.378242414859
35;0.000141687406641;0.316835507751;0.316977197097;6.6130753516e-05;0.408318183488;0.408384318153
36;0.000169820991636;0.276033126646;0.276202946901;5.79993789466e-05;0.395810335875;0.395868336161
37;0.000165357450391;0.279121007977;0.27928636637;6.23479330291e-05;0.405503668719;0.405566013522
38;0.000134226468213;0.261797730707;0.261931956228;4.17881116543e-05;0.424382102158;0.42442388667
39;0.000131001253673;0.276118000762;0.276249000389;3.78088067616e-05;0.380437205235;0.380475009481
40;0.000130546265003;0.288181653039;0.288312197559;3.40921293779e-05;0.423859390948;0.423893478182
41;0.000113630587192;0.249082000616;0.249195630766;4.75289941985e-05;0.449942865305;0.44999038842
42;0.000106411725129;0.237321727185;0.237428137826;3.6026077497e-05;0.372236162424;0.372272186809
43;0.000113079177128;0.236820550428;0.236933630788;3.37564330645e-05;0.398433317741;0.398467070527
44;0.000107597662767;0.245911184077;0.246018780188;3.58809635751e-05;0.37660264141;0.376638528374
45;9.04935936382e-05;0.271996950317;0.272087441964;2.46334418787e-05;0.360467409094;0.360492040714
46;7.49366841875e-05;0.257914664224;0.257989601336;2.53991869007e-05;0.355658696757;0.355684106549
47;9.28166465302e-05;0.260483396343;0.260576212779;2.12782057739e-05;0.400462865829;0.400484144688
48;8.18788800845e-05;0.224180130909;0.224262009271;2.70970928492e-05;0.371990334657;0.372017438213
49;6.81237914553e-05;0.24291301767;0.242981141226;2.29658132109e-05;0.325834134387;0.325857106182
50;9.18759191235e-05;0.232735276119;0.23282715285;1.9805548618e-05;0.368827273448;0.368847088681
51;7.08072129783e-05;0.235318655769;0.235389462155;2.07102475542e-05;0.343280379971;0.343301087618
52;6.32149120874e-05;0.222417910687;0.22248112462;2.32172761672e-05;0.363697404663;0.363720619016
53;7.68208980541e-05;0.262368160403;0.262444980443;1.91601769378e-05;0.355032874478;0.355052027437
54;6.21615482588e-05;0.226229650382;0.226291812025;2.04775822365e-05;0.330912692679;0.330933174325
55;6.52592194557e-05;0.212386290853;0.212451551523;1.66742880133e-05;0.344799968931;0.344816635052
56;5.72877038899e-05;0.222977041991;0.223034331161;1.89899154874e-05;0.360037157933;0.360056145324
57;5.08364618731e-05;0.249649621546;0.249700458513;1.69347567862e-05;0.323718312714;0.323735243744
58;5.87329140621e-05;0.192726784903;0.192785517209;1.40163708945e-05;0.337127291494;0.337141305208
59;5.46767086639e-05;0.228339530735;0.228394207338;1.06892347402e-05;0.459791653686;0.459802349408
60;4.04590869797e-05;0.196280730578;0.196321189093;1.2973258385e-05;0.349920863907;0.349933831228
61;4.60745372695e-05;0.196563732293;0.196609804717;1.23936118446e-05;0.317512412038;0.317524809804
62;4.20652982282e-05;0.183310787711;0.183352853689;1.4170505488e-05;0.360528788633;0.360542956326
63;4.45539486565e-05;0.183044908672;0.183089462419;1.55989405862e-05;0.382060640388;0.382076235281
64;3.6437124398e-05;0.199477125891;0.199513564818;1.00761946871e-05;0.370493835873;0.370503912369
65;4.96542645073e-05;0.173165898667;0.173215554096;1.08767317215e-05;0.340768262744;0.340779138936
66;4.00597969777e-05;0.187899438147;0.18793949847;1.2812156961e-05;0.380354940891;0.380367745956
67;4.0001631103e-05;0.204973343346;0.205013344168;1.12853234289e-05;0.338065545592;0.338076834049
68;3.46277743625e-05;0.183963894534;0.18399852328;1.09710512738e-05;0.329981768297;0.329992739691
69;3.78955510567e-05;0.19906293042;0.199100826039;7.21027456368e-06;0.375685301092;0.375692508287
70;3.22720697265e-05;0.181297529075;0.181329802093;9.69467530215e-06;0.351603659491;0.351613356835
71;2.786103068e-05;0.187778030315;0.187805893107;7.65575618465e-06;0.292735833261;0.292743494941
72;3.29235265579e-05;0.172768046666;0.172800969384;8.31097243766e-06;0.31162851221;0.311636820436
73;4.14178016778e-05;0.196591934189;0.196633352381;9.01046193273e-06;0.364050897459;0.364059907695
74;2.19575724082e-05;0.167317036022;0.167338993711;7.1827929686e-06;0.329722124669;0.329729305373
75;3.80664401847e-05;0.165715784145;0.165753850196;5.86214916135e-06;0.3969918357;0.396997696824
76;3.12645658798e-05;0.161193583988;0.161224849315;6.64777801123e-06;0.339523419738;0.339530073934
77;2.04396925862e-05;0.173111650472;0.173132090778;7.28059846248e-06;0.335911480917;0.335918760962
78;2.06240970581e-05;0.176038945094;0.176059569543;6.091547372e-06;0.355161771178;0.355167859958
79;2.00568885652e-05;0.190933412355;0.190953468697;5.39158519233e-06;0.342135371433;0.342140760687
80;2.00776287076e-05;0.172754082001;0.172774158573;5.41950228378e-06;0.337984831797;0.337990254164
81;2.77986591502e-05;0.170787673754;0.170815471198;5.28419034001e-06;0.35504162146;0.355046903094
82;2.63008968836e-05;0.165216892026;0.165243194232;5.71048288596e-06;0.317825229632;0.317830940088
83;2.03933179061e-05;0.162234196284;0.162254589196;4.85966638229e-06;0.325827896595;0.325832758513
84;1.94633581903e-05;0.14594749858;0.145966962083;5.90071850739e-06;0.377417428626;0.377423324519
85;1.47404622718e-05;0.143324188164;0.143338928724;6.14611306244e-06;0.382454623779;0.382460768024
86;2.45311023895e-05;0.162140344839;0.162164874892;4.84704221688e-06;0.327163944642;0.327168794142
87;2.39287661164e-05;0.167292922839;0.16731685162;3.24226135086e-06;0.450584756003;0.450587994523
88;1.91965051752e-05;0.181207517602;0.181226713583;4.07545887053e-06;0.341415605611;0.341419685218
89;1.27359039842e-05;0.157632190631;0.157644926467;4.60651158897e-06;0.372510504391;0.372515105539
90;2.08737159129e-05;0.150969110947;0.150989985197;4.50069425521e-06;0.371481079194;0.37148557355
91;1.9911202268e-05;0.183973463459;0.183993375032;3.98871540912e-06;0.36363226672;0.363636260231
0;1.70357078054e-05;0.166097427253;0.166114462177;3.66934846675e-06;0.363812913497;0.36381658415
1;1.23103672599e-05;0.131436364311;0.131448675154;2.90803179976e-06;0.364365405507;0.364368307922
2;1.87671417141e-05;0.163801731335;0.163820499347;2.92384811473e-06;0.342316135764;0.342319063014
3;1.3122152369e-05;0.147131246049;0.147144368746;3.12220784811e-06;0.328689958072;0.328693082349
4;1.10376032012e-05;0.153712760657;0.15372379864;2.66689365465e-06;0.368898131781;0.368900804056
5;1.38638399423e-05;0.179601136026;0.179614999332;2.81022863015e-06;0.314094303383;0.314097111424
6;1.20987081308e-05;0.145793434336;0.145805532423;2.53338368515e-06;0.342076278395;0.342078811593
7;1.26667015429e-05;0.142147128936;0.142159796527;2.30155914475e-06;0.367130749755;0.367133052813
8;1.14696172962e-05;0.12989053839;0.129902008404;2.87920230827e-06;0.372174344957;0.372177224192
9;1.21380439819e-05;0.127525898266;0.127538037279;2.77549017685e-06;0.334672133956;0.334674913022
10;9.35754468401e-06;0.141215383541;0.141224741884;2.16238763389e-06;0.347254940205;0.347257102529
11;1.12819830949e-05;0.14469593039;0.144707212432;2.49627659185e-06;0.373319075339;0.373321581218
12;1.40564786256e-05;0.157667107311;0.157681163038;2.6845441678e-06;0.341198591722;0.341201273104
13;7.65771754156e-06;0.152961121665;0.152968779517;2.4568206148e-06;0.323691394594;0.323693847491
14;1.12842069358e-05;0.170410649644;0.170421932927;2.27778154264e-06;0.317150173916;0.317152460416
15;7.92188147772e-06;0.124263631853;0.124271554872;1.94767308888e-06;0.32924231059;0.32924425602
16;8.71600408282e-06;0.127872160015;0.127880875642;2.18838300094e-06;0.344002175662;0.344004365305
17;6.68806711701e-06;0.132069596452;0.132076284176;1.7403369207e-06;0.366169770559;0.366171512339
18;1.25991392742e-05;0.139913552467;0.139926151398;1.75383003251e-06;0.335188080867;0.335189835893
19;9.68763807426e-06;0.128714232809;0.128723919495;1.96595327553e-06;0.363111005889;0.363112967875
20;1.01425581281e-05;0.117611606088;0.117621748915;1.94372872405e-06;0.357390363183;0.357392310268
21;6.44451342345e-06;0.11931057502;0.119317019617;1.64856353674e-06;0.365256003208;0.365257653925
22;7.48254647457e-06;0.136755210399;0.136762692852;2.01868129403e-06;0.373493638304;0.373495653686
23;6.69612025048e-06;0.125980023812;0.125986720021;1.86181124364e-06;0.33676209218;0.336763956481
24;7.66326167283e-06;0.126739075149;0.126746738795;1.84924249425e-06;0.326003601982;0.326005453865
